	Unnamed: 0	Unnamed: 0.1	Pronoun-offset	A-offset	A-coref	B-offset	B-coref	A-to-pron-chr	B-to-pron-chr	A-to-pron-tk	B-to-pron-tk	A-tk-index	B-tk-index	Pronoun-tk-index	nsubj-A	pobj-A	poss-A	appos-A	dobj-A	nsubjpass-A	nsubj-B	pobj-B	poss-B	appos-B	dobj-B	nsubjpass-B	nsubj-Pronoun	pobj-Pronoun	poss-Pronoun	appos-Pronoun	dobj-Pronoun	nsubjpass-Pronoun	Commas-A-Pron	Commas-B-Pron	Period-A-Pron	Period-B-Pron	Nouns-A-Pronoun	Nouns-B-Pronoun	A-Mentions	B-Mentions	aim_bound_A	aim_bound_B
3502	3502	3502	322	246	0	302	1	76	20	15	4	44	55	59	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	2	3	0	0
3503	3503	3503	260	212	1	245	0	48	15	9	3	46	52	55	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	2	1	0	0
3504	3504	3504	364	306	0	342	0	58	22	11	3	63	71	74	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	3	4	0	0
3505	3505	3505	356	245	1	283	0	111	73	22	15	47	54	69	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	3	2	1	1	0	0
3506	3506	3506	336	213	0	364	1	123	-28	23	-5	39	67	62	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0	1	1	0	0
3507	3507	3507	316	180	1	254	0	136	62	22	10	36	48	58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	1	1	0	0	0
3508	3508	3508	305	272	1	283	0	33	22	6	4	54	56	60	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	1	0	1
3509	3509	3509	323	158	0	213	1	165	110	34	22	33	45	67	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	2	1	1	8	5	5	2	0	0
3510	3510	3510	336	391	1	412	0	-55	-76	-9	-13	82	86	73	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0
3511	3511	3511	228	257	0	272	0	-29	-44	-6	-8	60	62	54	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
3512	3512	3512	320	274	0	287	1	46	33	9	7	52	54	61	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	4	3	0	0
3513	3513	3513	456	256	1	273	0	200	183	31	28	45	48	76	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	6	5	1	2	0	0
3514	3514	3514	288	359	0	369	1	-71	-81	-11	-13	71	73	60	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
3515	3515	3515	276	201	1	251	0	75	25	13	4	47	56	60	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	3	1	0	1
3516	3516	3516	265	211	1	249	0	54	16	12	4	41	49	53	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	3	0	1	2	0	0
3517	3517	3517	345	200	0	307	1	145	38	35	9	57	83	92	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	1	5	0	1	1	0	0
3518	3518	3518	415	209	0	363	1	206	52	38	10	43	71	81	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	12	2	3	2	0	0
3519	3519	3519	182	105	1	162	0	77	20	12	3	19	28	31	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	2	1	0	0
3520	3520	3520	287	184	0	240	1	103	47	20	10	41	51	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	4	1	0	1	0	0
3521	3521	3521	356	227	0	307	1	129	49	30	13	52	69	82	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	8	4	1	1	0	0
3522	3522	3522	172	16	1	71	0	156	101	26	14	2	14	28	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6	4	1	1	0	0
3523	3523	3523	155	47	1	133	0	108	22	21	4	5	22	26	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	1	1	0	1
3524	3524	3524	818	522	0	623	1	296	195	54	34	96	116	150	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	3	2	1	17	11	1	2	0	0
3525	3525	3525	288	216	1	252	0	72	36	13	7	42	48	55	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	4	2	1	1	0	0
3526	3526	3526	301	263	0	286	0	38	15	8	3	56	61	64	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	3	1	1	1
3527	3527	3527	323	307	1	365	0	16	-42	4	-9	63	76	67	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0
3528	3528	3528	371	277	0	360	1	94	11	18	2	56	72	74	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	5	0	1	1	0	0
3529	3529	3529	748	640	1	669	0	108	79	23	20	125	128	148	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	4	3	1	2	0	0
3530	3530	3530	310	321	1	350	0	-11	-40	-3	-6	65	68	62	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
3531	3531	3531	330	342	1	438	0	-12	-108	-3	-19	66	82	63	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	4	0	0
3532	3532	3532	328	185	1	224	0	143	104	30	22	45	53	75	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	6	5	1	0	0	0
3533	3533	3533	313	245	0	274	1	68	39	14	7	54	61	68	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0
3534	3534	3534	280	177	0	205	1	103	75	22	15	37	44	59	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	6	3	1	1	0	0
3535	3535	3535	333	209	0	248	1	124	85	21	14	39	46	60	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	3	0	0	7	4	2	2	0	0
3536	3536	3536	93	12	1	67	0	81	26	16	5	2	13	18	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	5	1	2	1	0	0
3537	3537	3537	362	312	1	332	0	50	30	8	5	53	56	61	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0
3538	3538	3538	285	159	0	276	1	126	9	27	2	31	56	58	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	6	0	2	2	0	0
3539	3539	3539	296	191	0	213	1	105	83	18	14	39	43	57	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3	2	2	1	0	0
3540	3540	3540	453	406	0	415	1	47	38	9	7	75	77	84	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	2	1	2	1	0	0
3541	3541	3541	343	359	1	431	0	-16	-88	-3	-14	67	78	64	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0
3542	3542	3542	384	283	0	321	1	101	63	17	11	51	57	68	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	2	1	1	0	0
3543	3543	3543	380	280	0	333	1	100	47	17	9	52	60	69	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	3	4	0	0
3544	3544	3544	249	149	1	183	0	100	66	19	13	33	39	52	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	4	3	1	1	0	0
3545	3545	3545	341	190	1	262	0	151	79	29	16	39	52	68	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	1	1	8	4	1	3	0	0
3546	3546	3546	289	173	1	193	0	116	96	24	21	38	41	62	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	3	1	1	5	4	3	2	0	0
3547	3547	3547	305	223	1	254	0	82	51	13	9	44	48	57	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	3	1	1	0	0
3548	3548	3548	264	231	0	247	0	33	17	8	5	56	59	64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0
3549	3549	3549	421	334	0	383	0	87	38	16	5	61	72	77	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	5	1	1	1	0	0
3550	3550	3550	330	252	0	312	1	78	18	15	4	51	62	66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	2	2	0	0
3551	3551	3551	369	229	1	295	0	140	74	27	15	47	59	74	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	8	5	1	1	0	0
3552	3552	3552	225	262	0	351	1	-37	-126	-6	-25	51	70	45	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0
3553	3553	3553	326	242	1	336	0	84	-10	14	-2	51	67	65	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	3	2	0	0
3554	3554	3554	121	49	0	131	1	72	-10	13	-2	9	24	22	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	1	1	0	0
3555	3555	3555	284	183	1	212	0	101	72	17	11	39	45	56	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	3	2	1	0	1
3556	3556	3556	292	230	0	283	1	62	9	13	2	49	60	62	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	3	2	0	0
3557	3557	3557	355	172	0	224	1	183	131	37	27	33	43	70	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	2	0	0	9	6	1	3	0	0
3558	3558	3558	304	317	1	434	0	-13	-130	-3	-29	59	85	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0
3559	3559	3559	280	166	0	219	1	114	61	25	16	29	38	54	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	7	4	1	3	0	0
3560	3560	3560	273	171	1	223	0	102	50	20	9	31	42	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	3	1	1	1	0	0
3561	3561	3561	300	205	1	260	0	95	40	17	8	35	44	52	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	3	1	2	1	0	0
3562	3562	3562	553	274	1	413	0	279	140	54	30	54	78	108	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	13	6	3	3	0	0
3563	3563	3563	451	426	0	555	0	25	-104	6	-20	74	100	80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0
3564	3564	3564	475	410	1	450	0	65	25	10	3	76	83	86	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	1
3565	3565	3565	302	260	1	294	0	42	8	7	2	51	56	58	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	2	0	1
3566	3566	3566	306	224	0	238	1	82	68	16	13	47	50	63	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	3	2	1	1	0	0
3567	3567	3567	385	337	0	367	1	48	18	11	3	54	62	65	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	1
3568	3568	3568	269	152	1	234	0	117	35	21	7	29	43	50	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	4	1	1	1	0	0
3569	3569	3569	334	140	0	179	1	194	155	41	34	29	36	70	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	2	1	1	9	7	1	1	0	0
3570	3570	3570	125	13	1	98	0	112	27	20	6	2	16	22	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	5	1	1	1	0	0
3571	3571	3571	275	200	0	238	1	75	37	15	7	37	45	52	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	1	2	2	0	1
3572	3572	3572	369	327	0	340	1	42	29	8	5	64	67	72	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	2	3	0	0
3573	3573	3573	360	265	1	307	0	95	53	15	9	56	62	71	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	1	0	0
3574	3574	3574	327	233	1	280	0	94	47	20	10	45	55	65	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	1	1	1	0	0
3575	3575	3575	287	188	1	248	0	99	39	22	10	41	53	63	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	1	1	6	3	2	1	0	0
3576	3576	3576	328	122	0	265	0	206	63	39	13	21	47	60	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	1	0	0	10	2	2	1	0	0
3577	3577	3577	288	222	1	263	0	66	25	13	3	46	56	59	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	3	0	1
3578	3578	3578	280	149	1	224	0	131	56	24	11	26	39	50	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	1	1	1	0	0
3579	3579	3579	513	455	1	487	0	58	26	9	4	89	94	98	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	1	0	0
3580	3580	3580	461	397	0	482	1	64	-21	11	-4	69	84	80	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	4	0	0
3581	3581	3581	352	243	0	321	1	109	31	20	6	54	68	74	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	4	0	1	1	0	0
3582	3582	3582	283	94	0	120	1	189	163	35	31	18	22	53	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	0	4	3	1	1	0	0
3583	3583	3583	288	308	0	352	1	-20	-64	-6	-15	63	72	57	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
3584	3584	3584	334	365	0	391	1	-31	-57	-7	-12	76	81	69	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
3585	3585	3585	386	197	1	324	0	189	62	40	14	40	66	80	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	11	3	3	1	0	0
3586	3586	3586	465	228	1	309	0	237	156	55	35	44	64	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	3	0	0	10	6	2	1	0	0
3587	3587	3587	414	346	1	376	0	68	38	11	7	68	72	79	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0
3588	3588	3588	389	268	0	376	0	121	13	25	2	56	79	81	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	7	0	1	1	0	0
3589	3589	3589	420	386	0	491	1	34	-71	8	-11	72	91	80	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0
3590	3590	3590	520	210	1	403	0	310	117	65	27	45	83	110	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	11	5	1	1	19	8	4	1	0	0
3591	3591	3591	290	163	0	234	1	127	56	26	10	32	48	58	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	1	5	2	1	2	0	0
3592	3592	3592	330	244	0	301	1	86	29	16	6	51	61	67	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	6	2	1	2	0	1
3593	3593	3593	400	328	1	375	0	72	25	14	5	65	74	79	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	1	1	2	0	0
3594	3594	3594	283	167	0	261	1	116	22	22	3	28	47	50	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	6	0	2	1	0	1
3595	3595	3595	356	369	0	427	0	-13	-71	-2	-15	70	83	68	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	14	1	0
3596	3596	3596	234	156	1	299	0	78	-65	16	-12	30	58	46	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	1	0	0
3597	3597	3597	266	103	1	168	0	163	98	26	17	19	28	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3	0	0	8	5	2	1	0	0
3598	3598	3598	459	347	0	404	1	112	55	15	7	63	71	78	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	3	1	1	2	0	0
3599	3599	3599	405	378	0	445	0	27	-40	6	-8	72	86	78	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0
3600	3600	3600	310	250	1	276	0	60	34	11	6	46	51	57	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	1	5	1	0	0
3601	3601	3601	480	113	1	314	0	367	166	92	43	34	83	126	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	3	1	1	17	7	1	1	0	0
3602	3602	3602	281	215	1	240	0	66	41	12	7	44	49	56	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	1	1	0	0
3603	3603	3603	254	301	0	332	1	-47	-78	-10	-16	60	66	50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
3604	3604	3604	280	203	0	222	0	77	58	16	12	41	45	57	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	3	2	1	1	0	0
3605	3605	3605	365	315	1	335	0	50	30	9	6	62	65	71	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	2	1	1	1	0	0
3606	3606	3606	623	402	0	497	1	221	126	38	20	76	94	114	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	8	5	1	3	0	1
3607	3607	3607	408	215	0	293	1	193	115	37	22	46	61	83	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	2	1	1	8	5	1	2	0	0
3608	3608	3608	285	311	0	335	1	-26	-50	-6	-10	61	65	55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3609	3609	3609	299	60	0	97	1	239	202	49	42	15	22	64	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	1	1	1	12	9	1	2	0	0
3610	3610	3610	426	222	0	241	1	204	185	42	36	50	56	92	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	2	1	1	9	8	0	1	0	0
3611	3611	3611	354	263	0	315	1	91	39	19	8	54	65	73	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	4	1	1	1	0	0
3612	3612	3612	382	224	1	355	0	158	27	33	10	42	65	75	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	7	0	2	1	0	0
3613	3613	3613	269	188	1	220	0	81	49	16	9	38	45	54	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	2	2	1	1	1
3614	3614	3614	260	238	0	249	0	22	11	4	2	50	52	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0
3615	3615	3615	368	246	1	347	0	122	21	22	4	45	63	67	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	6	1	2	1	0	0
3616	3616	3616	323	264	0	335	1	59	-12	12	-3	51	66	63	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	2	2	0	0
3617	3617	3617	305	176	1	214	0	129	91	24	18	32	38	56	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	4	1	1	0	0
3618	3618	3618	279	237	1	297	0	42	-18	7	-3	45	55	52	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	1	0	0
3619	3619	3619	354	268	1	521	0	86	-167	14	-28	55	97	69	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	2	0	0
3620	3620	3620	376	221	1	282	0	155	94	31	18	47	60	78	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	1	1	1	7	4	2	1	0	0
3621	3621	3621	397	328	0	447	1	69	-50	16	-8	64	88	80	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	3	0	0
3622	3622	3622	141	0	1	88	0	141	53	28	11	0	17	28	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	3	0	1	1	8	2	2	1	0	0
3623	3623	3623	428	301	1	358	0	127	70	27	16	62	73	89	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	1	1	7	4	2	3	0	0
3624	3624	3624	109	0	1	57	0	109	52	23	11	0	12	23	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	1	6	2	2	1	0	0
3625	3625	3625	127	12	1	25	0	115	102	23	20	2	5	25	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	4	3	1	1	0	0
3626	3626	3626	326	170	0	365	1	156	-39	31	-7	30	68	61	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	4	0	2	1	0	0
3627	3627	3627	305	221	0	276	1	84	29	12	5	50	57	62	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	2	2	0	0
3628	3628	3628	326	132	0	269	1	194	57	40	11	28	57	68	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	1	10	2	1	1	0	0
3629	3629	3629	362	243	1	641	0	119	-279	22	-56	47	125	69	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	4	0	1	2	0	0
3630	3630	3630	306	176	0	214	1	130	92	23	18	34	39	57	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	0	6	5	2	3	0	0
3631	3631	3631	282	166	0	221	1	116	61	20	12	32	40	52	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	6	4	1	2	0	0
3632	3632	3632	365	305	1	344	0	60	21	10	4	60	66	70	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	4	3	0	0
3633	3633	3633	321	196	0	305	1	125	16	26	4	38	60	64	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	7	1	1	1	0	1
3634	3634	3634	306	167	0	233	1	139	73	28	14	34	48	62	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	5	2	2	1	0	0
3635	3635	3635	268	201	0	243	0	67	25	13	6	44	51	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	1	2	0	0
3636	3636	3636	274	214	0	253	1	60	21	12	4	42	50	54	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	3	3	0	0
3637	3637	3637	339	247	0	321	1	92	18	15	3	45	57	60	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	1	3	0	0
3638	3638	3638	353	225	0	291	1	128	62	25	11	38	52	63	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7	2	1	1	0	0
3639	3639	3639	347	374	1	418	0	-27	-71	-6	-12	75	81	69	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3640	3640	3640	250	188	1	210	0	62	40	13	9	38	42	51	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	4	2	3	1	0	0
3641	3641	3641	157	73	1	140	0	84	17	17	3	13	27	30	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	1	4	0	1	1	0	0
3642	3642	3642	147	76	1	136	0	71	11	15	3	16	28	31	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	4	0	3	1	0	0
3643	3643	3643	259	212	1	247	0	47	12	9	2	46	53	55	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	3	0	1	2	0	1
3644	3644	3644	281	244	0	266	1	37	15	6	2	48	52	54	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	3	0	0
3645	3645	3645	393	293	0	372	1	100	21	22	5	63	80	85	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	5	1	1	1	0	0
3646	3646	3646	356	232	0	322	0	124	34	24	9	39	54	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	8	2	2	1	0	0
3647	3647	3647	301	249	0	274	1	52	27	15	8	50	57	65	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	2	2	1	0
3648	3648	3648	426	329	1	401	0	97	25	18	5	57	70	75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	4	0	2	0	0	0
3649	3649	3649	298	221	0	236	1	77	62	15	12	49	52	64	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	1	2	0	0
3650	3650	3650	253	149	1	204	0	104	49	20	9	38	49	58	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	4	1	2	1	0	0
3651	3651	3651	231	119	1	137	0	112	94	25	20	25	30	50	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	2	1	1	7	5	1	3	0	1
3652	3652	3652	421	296	0	339	1	125	82	23	15	59	67	82	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	5	1	1	0	0
3653	3653	3653	126	0	1	108	0	126	18	24	3	0	21	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	4	0	1	1	0	0
